,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Normal,Normal,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Normal
575407,0,0,0,0,0,0,0,44.80286738,0,0,0,0,0,0,0,0,0,0,0,114.2857143,0,0,0,0,0,71.8907261,0,0,0,0,0,0,0,0,0,63.0517024,0,0,0,0,0,0,0,0,0,172.7115717,0,0,0,0,0,88.26125331,0,0,0,0,0,0,0,0,0,96.06147935,112.4859393,0,0,0,58.85815185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,0,0,0,0,0,79.36507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.68711656,0,0,0,0,0,0,0,0,0,0,0,0,271.00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.44122091,0,0,0,0,0,0,0,0,0.717638109,2.788816844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672526615,0
197022,0,0,0,0,0,76.68711656,0,0,67.38544474,0,0,0,0,101.5228426,89.28571429,111.8568233,0,0,0,114.2857143,0,68.21282401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.6491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2600349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.50825083,0,0,0,0,0,95.87727709,0,72.46376812,0,0,0,0,83.19467554,0,0,79.30214116,0,73.47538575,0,0,0,0,0,0,0,0,0,0,0,275.1031637,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63791875,0,0,0,0,0,0,0,0,0,0,0,0,75.4147813,0,0,0,0,0,0,0,0,0.382186297,0.59151997,2.047439165,0.894254415,4.82571139,1.323968463,3.402911531,8.611657313,0,0,4.351345001,1.611369825,1.787006674,2.242931961,0,6.88599847,11.32601947,0.845422881,2.809725396,1.306694194,0.61076535,0,4.691678526,0,0.716984649,17.12145532,0.684922124,0,1.727540889,0,0,5.046681807,1.892410174,2.998680581,3.909854397,11.03276732,3.240335699,0,4.707765459,3.366153328,0,10.07328313,0,0.831905229,0,0.216212009,11.47249469,7.263087175,1.076826163,0,1.312749422,2.83288794,2.464227629,13.78214483,1.208006668,0,3.398220465,10.39221969,0,1.489003708
15,2141.582391,1009.130226,593.4718101,555.2751136,199.4415636,1073.619632,1812.00453,1792.114695,876.0107817,468.75,2560,0,1283.618582,913.7055838,714.2857143,484.7129008,464.1567818,1123.595506,1036.26943,2514.285714,1488.095238,886.7667121,1777.485188,643.6041834,552.4861878,2444.284687,1388.321764,2724.358974,426.6211604,1633.393829,2436.647173,1510.067114,1248.799232,7390.56282,994.4751381,1639.344262,1221.498371,704.845815,2167.630058,1754.385965,918.3673469,2453.98773,896.2868118,393.081761,540.7493241,2245.250432,1215.953307,1466.27566,3898.007034,1538.461538,1789.401239,1765.225066,11255.41126,897.3080758,434.0748779,1603.206413,255.1020408,118.4834123,501.2531328,1116.838488,872.600349,672.4303554,1574.80315,1298.701299,2275.769746,2400.548697,1942.319011,3876.525485,1367.65889,1194.029851,299.4011976,1048.951049,1203.113942,1837.270341,1311.47541,2306.425041,3422.459893,884.9557522,857.9599619,1588.877855,1411.509229,586.0805861,2118.989405,2163.687676,1795.332136,2142.245073,2310.654685,377.3584906,1973.684211,1933.085502,1732.673267,2972.19559,753.1380753,1063.829787,1428.571429,4077.253219,2780.441035,1590.457256,1449.275362,1338.825953,1345.668629,1199.563795,1732.925586,1081.530782,3378.921963,1393.442623,793.0214116,2079.002079,734.7538575,392.1568627,1392.342118,1358.411703,1533.742331,1179.245283,1963.409192,920.502092,2693.602694,1648.998822,1257.071025,1580.61117,137.5515818,3683.8066,1478.743068,1143.292683,2577.710387,1084.01084,774.7648035,901.5777611,1107.01107,0,1446.945338,496.1020553,1389.96139,1018.518519,1140.4134,3510.436433,1179.673321,0,1523.545706,1364.522417,2108.433735,1660.612351,1352.112676,1703.163017,1088.435374,941.1764706,2286.336418,1282.051282,1528.66242,1498.127341,1965.811966,1591.289782,1282.051282,1984.82195,1813.236627,2773.080825,16.43401076,682.6140451,31.73530706,402.4144869,456.8340116,712.2950331,669.6929893,1120.950727,910.5486997,512.7453853,614.4099141,638.9081358,479.8112921,1391.178549,656.1348234,534.8125478,317.6433642,483.5818877,952.4969093,43.12090841,1633.186546,1203.935925,390.9732105,1120.5529,675.3995397,570.3584805,421.9120286,416.921452,535.1057903,893.3405522,672.8464962,503.2262716,2292.970327,490.784055,1679.673449,104.3098001,891.0923172,489.8205048,1315.820446,2848.326741,68.17077504,1116.875268,22.74795268,195.4977289,675.320244,301.8319644,1117.420983,159.7879179,334.8929366,1590.875444,351.8168452,293.6760498,36.14200522,677.7572397,455.4185139,854.377865,650.7592191,196.5861558,995.3393906,150.3893745
174892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1459515,80.25682183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.10572687,0,0,0,136.3326517,0,78.6163522,77.24990344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.32888465,0,54.2888165,73.26007326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.45052293,0,0,0,0,0,0,0,0,0,44.62293619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.89413596,0,0,0,0,0,75.4147813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361164612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433969299,0,0,0,0,0,0,0.360477272,1.261606782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573624735,0,0,0,0,0,0,0,0,0,0,0,0,0
639310,0,0,0,0,39.88831272,153.3742331,0,0,0,0,0,0,0,0,178.5714286,260.9992543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.43322476,88.10572687,0,0,0,0,0,0,0,0,0,0,0,0,68.82312457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.6007984,174.8251748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.87727709,0,72.46376812,0,0,0,0,0,0,0,0,0,0,98.03921569,0,0,0,0,0,0,67.34006734,0,62.85355123,0,0,76.74597084,0,0,0,0,0,0,0,0,0,0,0,92.59259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6329588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69933,59.48839976,48.05382028,2077.151335,0,279.2181891,306.7484663,0,0,0,0,320,478.4688995,366.7481663,101.5228426,1339.285714,1938.851603,0,0,0,0,0,0,131.6655695,0,0,0,40.83299306,160.2564103,0,0,0,0,576.3688761,170.5514497,0,0,0,2555.066079,0,0,0,408.997955,0,0,77.24990344,0,0,58.65102639,14.65416178,0,68.82312457,0,0,0,54.25935974,0,0,0,0,515.4639175,349.0401396,288.184438,0,123.685838,0,0,0,71.78750897,0,0,2395.209581,1748.251748,0,612.4234471,109.2896175,0,0,0,0,0,0,366.3003663,162.999185,0,89.76660682,85.68980291,0,0,0,297.3977695,247.5247525,0,83.68200837,0,0,0,671.1409396,0,724.6376812,0,0,0,101.9367992,332.7787022,0,0,317.2085646,311.8503119,0,588.2352941,546.9915465,104.4932079,0,0,0,836.8200837,0,0,251.4142049,0,0,153.4919417,0,0,75.81501137,271.00271,55.34034311,0,92.25092251,0,80.38585209,0,0,648.1481481,35.63791875,94.87666034,0,306.2787136,0,584.7953216,0,207.5765439,281.6901408,0,0,0,54.43658138,150.8295626,0,842.6966292,0,0,98.61932939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,39.88831272,0,113.2502831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85377236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7115717,48.6381323,0,0,0,0,0,0,49.85044865,0,0,0,0,3007.518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.36507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.85355123,0,0,460.475825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.43658138,0,0,0,0,0,0,0,0,0,0,0,0,1.788508831,0,0,2.722329225,0,0,85.45756422,19.145918,0,0,0,0,0.765110941,1.029638134,0,0,0,0,0,0.781946421,0,1.433969299,0,0,2.779476347,0,2.137178355,0,0,14.508478,0,0,2.005957694,0,3.170359255,4.707765459,0,0,0,0,0,4.265180488,0,0,0,0,0,0,0,0,0,2.416013336,0,0.566370078,0.866018308,67.25266152,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.5714286,111.8568233,0,0,0,0,0,0,65.83278473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.10572687,0,0,0,68.16632584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.91065292,0,0,0,0,0,0,0,0,0,0,99.8003992,174.8251748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.46376812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.85355123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.33802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495451,0,0,0,0,0,0,453.0011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.46588694,0,0,0,0,1261.034048,0,0,0,0,0,0,128.0409731,0,0,0,0,0,0,0,0,0,0,0,54.25935974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.4453193,0,0,320.855615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.7137375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.47008547,0,98.61932939,1050.788091,0,0,1.719838335,0,0,5.365526492,10.45570801,1.323968463,310.3455316,0,0,26.85809161,10939.28133,0,0,8.410994852,0,57.38332058,70.53021216,6.763383044,5.619450792,0,0,3.539500829,0.781946421,2.020834807,33.69827852,1.070090958,10.95875399,0,0.863770444,9.973498988,982.2768809,8.290977254,5.677230521,2.998680581,9.383650553,2.005957694,6.480671398,5.283932091,0,0,65.99511201,0,20.12318891,0,0,0,1.720874204,0,0,6.168574812,9.189245957,1.88859196,0,0,12.08006668,0,6.79644093,0,25784.67043,11.91202966
18,118.9767995,48.05382028,593.4718101,0,79.77662545,460.1226994,113.2502831,0,0,0,0,956.937799,183.3740831,0,178.5714286,5667.412379,0,0,0,114.2857143,99.20634921,0,65.83278473,0,0,0,0,0,0,0,194.9317739,0,192.1229587,113.7009665,0,0,0,704.845815,0,0,0,68.16632584,0,0,0,0,0,0,146.5416178,0,137.6462491,0,0,49.85044865,0,0,0,0,0,171.8213058,87.2600349,192.1229587,0,61.84291899,0,0,0,0,0,149.2537313,399.2015968,1486.013986,0,0,109.2896175,0,0,0,0,0,54.2888165,219.7802198,81.4995925,0,0,85.68980291,0,0,0,0,82.50825083,0,83.68200837,0,0,0,862.8954938,0,652.173913,0,0,0,0,0,0,0,0,207.9002079,0,686.2745098,0,104.4932079,0,0,0,83.68200837,134.6801347,0,188.5606537,0,0,153.4919417,0,0,227.4450341,0,55.34034311,0,46.12546125,0,160.7717042,0,0,277.7777778,35.63791875,0,0,153.1393568,0,0,0,0,0,0,0,0,0,150.8295626,0,749.0636704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28560776,0,0,0,0,0,68.21282401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.6491228,0,0,0,0,0,0,0,0,14.65416178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.45300845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.87172218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.608570463,0.661984232,0,17.22331463,0,0,0,2.417054738,1.787006674,11.77539279,0,0.765110941,0,0,0,0,10.38301095,4.045143805,0,5.052087017,52.3398794,0,2.054766373,5.558952693,0,2.84957114,0,0,0,85.96217664,13.29350495,0,0,0,0,63.95691324,0,0,0,0,0,0,1.147249469,0,11.84508779,0,0,0,0,1.621428803,0,0,0,0,3.362633076,0
197221,0,192.2152811,0,0,0,230.0613497,0,0,0,0,0,0,61.12469438,304.5685279,535.7142857,149.142431,103.1459515,0,414.507772,114.2857143,0,68.21282401,0,80.45052293,42.49893753,0,40.83299306,0,0,77.78065854,0,0,0,0,0,0,0,176.2114537,144.5086705,0,0,0,0,0,0,0,0,0,43.96248535,0,68.82312457,0,0,0,0,0,0,118.4834123,0,0,0,0,112.4859393,61.84291899,0,0,0,0,0,0,199.6007984,87.41258741,0,0,54.64480874,109.8297639,0,0,0,198.6097319,0,146.5201465,244.4987775,188.1467545,0,0,0,0,32.89473684,74.34944238,82.50825083,0,0,531.9148936,0,0,95.87727709,0,72.46376812,0,0,0,0,83.19467554,0,0,0,103.950104,146.9507715,98.03921569,0,0,0,0,44.62293619,167.3640167,0,0,0,0,275.1031637,0,184.8428835,0,151.6300227,0,55.34034311,0,0,0,80.38585209,0,0,0,0,0,0,0,0,0,0,51.89413596,0,0,0,0,54.43658138,0,0,280.8988764,85.47008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195759,0,48.05382028,0,0,0,0,0,0,0,0,0,0,0,0,178.5714286,37.28560776,0,0,103.626943,0,0,0,0,0,0,0,40.83299306,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0408163,0,0,0,0,0,0,0,0,0,0,88.26125331,0,0,0,0,0,0,0,0,0,0,0,61.84291899,0,0,0,0,0,0,0,0,0,0,54.64480874,0,0,0,0,99.30486594,0,73.26007326,0,0,0,0,0,0,0,0,0,0,0,106.3829787,0,0,95.87727709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4932079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.38585209,0,0,185.1851852,71.27583749,0,0,0,0,0,0,51.89413596,0,0,0,0,0,75.4147813,0,93.6329588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002978847,0,0,0,0,0,0,0,0.831905229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579293,0,96.10764056,0,0,0,0,0,0,134.7708895,0,0,0,0,0,0,37.28560776,51.57297576,80.25682183,103.626943,0,0,0,0,0,0,0,40.83299306,0,0,77.78065854,0,83.89261745,0,0,0,63.0517024,0,88.10572687,0,0,102.0408163,68.16632584,128.0409731,0,38.62495172,0,0,0,14.65416178,0,68.82312457,0,0,0,0,0,0,0,0,0,0,0,0,61.84291899,0,0,0,71.78750897,80.45052293,0,0,0,70.77140835,0,54.64480874,0,0,0,95.32888465,0,108.577633,73.26007326,81.4995925,188.1467545,0,0,0,94.33962264,65.78947368,0,0,0,0,0,0,0,95.87727709,0,144.9275362,0,0,0,0,0,80.45052293,0,79.30214116,0,0,0,0,104.4932079,0,0,0,0,0,117.7856302,62.85355123,0,0,0,0,76.2195122,0,0,0,0,0,0,80.38585209,70.87172218,0,185.1851852,0,0,0,0,138.5041551,0,0,51.89413596,0,0,0,0,0,0,63.69426752,93.6329588,85.47008547,0,0,0,0,67.63611769,15.66963817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050168,0,0,0,100.9591116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.83299306,0,0,25.92688618,0,0,0,56.85048323,0,0,0,0,0,0,0,0,0,0,0,345.4231434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.4859393,0,0,0,58.85815185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.78947368,0,0,0,83.68200837,0,0,0,0,0,0,51.49330587,0,0,101.9367992,0,0,0,0,0,0,0,0,0,0,0,89.24587238,0,0,0,0,0,0,76.74597084,0,0,0,0,0,0,0,0,0,0,77.22007722,0,0,0,0,0,0,0,0,0,0,0,0,117.6470588,0,0,0,0,0,0,0,0,0,33.81805884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192963,0,0,0,0,0,0,0,44.80286738,0,0,0,0,122.2493888,0,0,0,0,0,0,0,0,0,0,0,0,215.6721783,40.83299306,0,0,0,0,0,96.06147935,0,0,315.258512,0,0,0,0,0,0,0,0,0,0,0,175.9530792,87.92497069,0,0,0,0,99.70089731,0,0,0,0,125.3132832,0,0,192.1229587,112.4859393,0,0,0,0,0,3459.372486,0,0,0,0,0,0,0,0,0,0,0,54.2888165,0,0,0,0,0,64.18485237,0,0,0,0,2396.931927,0,0,158.7301587,0,95.87727709,0,0,0,0,0,0,0,80.45052293,0,0,0,0,0,99.45300845,0,306.7484663,0,0,0,0,0,0,0,0,0,369.6857671,0,0,0,0,0,92.25092251,0,0,0,0,0,35.63791875,0,90.74410163,0,0,0,0,155.6824079,0,0,0,0,0,0,0,0,85.47008547,0,0,116.7542323,60.44122091,0,0.382186297,0.59151997,0,2.682763246,0.804285232,3.309921158,1.361164612,4.305828657,11.15526738,2.441644692,1.740538,1400.280378,7.148026698,1.12146598,1.48614909,3.825554705,0,5072.537283,0,270.4856982,0.61076535,1.516928927,2.345839263,1.010417403,2.867938597,6.420545746,1.369844249,1.389738173,6.046393111,2.137178355,1.975087562,1.80238636,15.13928139,9407.860541,2.345912638,769.2847758,4.050419623,0.528393209,0,0,1.450442022,270.7194842,5.249527543,12283.08071,4.265180488,0,2.294498939,5.447315381,4.845717732,1.233714963,2.625498845,5111.47414,0.82140921,8.107144015,1.208006668,1.643034356,0.566370078,4.330091538,1.34505323,2.978007415
174439,0,96.10764056,0,0,0,230.0613497,0,0,67.38544474,0,0,0,0,101.5228426,0,223.7136465,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78065854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.8205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.761194,0,0,70.77140835,0,0,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,74.34944238,0,95.87727709,0,0,0,0,0,0,0,0,84.10428932,0,0,83.19467554,0,0,0,0,146.9507715,196.0784314,0,0,0,0,0,83.68200837,67.34006734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6329588,0,0,0,0,0,0,0,2.957599849,0,0,0,0,0,0,0,0,0,1.611369825,0,0,0,0,0,4.227114403,0,0,0.61076535,0,0,0,0,0,0,0,0,0.712392785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216212009,4.588997878,0,1.615239244,0,0,0,0,0,0,0,0,0,0,0
